x,y,client_age,clinick_distance,density_area,park_distance,vulnerable_group_density,social_infrastructure_rating
47.54819350639222,29.857574451173704,51,1,42,65,3,9
55.13471979879346,28.856708504791964,91,3,23,46,6,4
55.40735636477671,21.60642830119492,70,3,25,2,4,9
66.22999833044145,8.473628308092444,72,3,40,44,4,9
58.119227801739335,36.232910291923545,53,1,44,75,6,9
34.841808679242455,35.88066942286492,64,1,9,88,9,9
57.32202612985123,40.27879528338264,58,3,33,80,3,7
60.49312264191033,15.671057137767113,27,3,3,71,9,6
58.31757559719147,25.36507670274329,68,2,10,26,1,6
45.44881886726219,28.24790507441671,18,1,47,64,6,8
55.55868784689351,20.012228375829203,43,3,17,9,4,1
53.28537202528816,23.864555611131248,29,1,4,56,7,5
41.07651147732104,24.66948713988291,29,3,10,14,5,2
57.80912870940729,22.551680464358984,46,1,39,33,2,9
37.103006709350005,18.16842556061122,34,2,32,81,9,6
43.37074936806384,28.974072380945515,44,1,28,20,5,5
43.06212231121828,29.1464326821727,4,1,43,16,4,5
55.31221116395393,29.024276280637014,22,1,17,33,4,5
63.70946943801489,16.825619902780257,86,1,20,98,5,3
51.65530393651892,28.75438343126876,43,3,43,63,9,9
66.82094688405138,14.327091060540988,70,2,29,13,5,6
53.05117049462944,44.37454982129314,44,1,48,27,2,6
52.00365292153675,1.7986963369543552,62,1,12,19,2,6
57.45061086277394,5.050300852842049,34,1,11,61,5,8
53.57578140766077,13.924481946321842,64,2,9,95,3,3
69.52926389568118,-7.3394501473032605,40,1,20,40,2,4
48.0850815865108,13.375899713642982,89,2,47,4,7,7
52.11949662344286,13.941909863120475,68,1,2,58,6,8
36.87349581361383,11.302364402789882,78,3,31,43,8,3
37.76739653659271,27.305304546359626,22,2,35,11,8,3
40.96574063162532,23.24492846214998,68,1,25,38,5,5
57.45817775758076,37.28145695266514,17,2,43,82,5,7
44.451471128569686,20.112143321836754,82,2,15,85,7,7
60.07585120832217,31.557332519468545,44,3,42,15,1,2
57.73113066476492,38.03679740879212,47,1,28,54,9,7
54.469114979941146,11.366886399170555,70,3,3,14,1,6
60.79793135850633,7.465923992778795,22,3,6,68,6,7
50.61127278697308,20.804884696488458,83,3,17,8,8,9
40.93842195806331,10.643276468960428,50,3,22,75,6,1
59.526896667701656,26.044245731492488,39,3,23,68,2,7
51.34736894255258,15.92970900300666,12,2,35,68,3,2
56.22874427025922,1.8185488062813693,34,1,4,49,9,9
63.83505282543105,6.375693446936535,59,3,27,91,9,6
54.80872622700988,21.013114771989617,3,2,25,19,4,2
52.69871592559012,-0.2778486160302138,40,2,20,31,5,8
58.43927308936599,28.71839368655089,70,1,12,37,8,8
36.210278196786845,18.57719656116496,39,2,11,61,9,3
55.18641179926415,26.368585508277217,57,1,45,73,7,5
46.173420149966695,32.356283945390395,32,3,2,55,4,5
61.952722138385205,35.64562715803919,26,2,33,55,2,1
53.13298583850986,39.82126499956343,63,3,11,37,7,8
45.008677956634926,21.97840036886168,41,2,40,54,5,3
29.10656916468341,41.93622128585216,22,1,32,49,2,2
35.79790217551496,23.494479940158712,35,3,16,10,9,9
61.827570694683054,18.87283121033393,44,2,32,5,4,4
50.99073701554145,45.97875038935946,44,1,10,91,2,9
47.178004021772885,28.88399185354416,93,1,25,13,7,1
54.48201157715892,14.077997199486314,38,1,46,97,1,2
56.54847261697774,28.607290429819567,91,3,47,64,7,7
68.28721824169823,-3.264881342059492,34,3,4,70,5,9
52.48651333925453,22.40538342286883,7,2,21,36,3,9
33.379307534570565,10.376164585613513,39,1,49,12,5,9
58.51645432566921,31.39672093805396,15,1,40,92,8,4
49.17724129599987,40.63692556463434,25,3,34,3,9,9
55.430343756705405,30.52919592331795,75,3,7,36,9,3
53.44542204256799,39.83711242421246,40,1,26,68,9,8
56.65823726460653,5.598123359826083,3,3,27,9,2,9
70.0505509845239,-5.867068282084895,85,1,43,92,5,1
56.66526634864684,26.544870593787145,10,1,28,20,4,6
37.02343635070597,27.742539129180745,3,2,35,76,7,3
38.1731369590166,14.43267068180098,20,1,49,71,8,4
53.779661393650656,35.4968345133401,9,3,37,52,8,3
51.10672077656783,21.52880695764605,79,2,39,93,4,1
54.71859507722847,28.36589142100272,62,1,41,19,5,8
60.95244078268494,6.533917402415408,49,2,22,11,3,1
65.11186332083402,26.390301519629357,90,3,34,95,5,6
51.29474162534486,22.542400987508262,19,1,4,75,9,2
36.588820046605335,12.766581684686436,43,2,9,33,3,7
50.84783258122058,15.018692078432029,44,3,19,32,4,5
56.76864305629612,5.338843388376023,75,1,35,74,6,9
41.19915879458972,7.458378881661917,5,3,14,25,5,3
54.422218974230574,25.192665738956084,20,1,13,11,9,1
58.804503639271466,19.62918036059036,87,1,45,51,7,6
40.85650174067423,21.11811173754804,50,2,29,79,7,9
60.94419903176615,11.401513004559384,54,2,38,50,7,3
60.1485283005659,15.462440047317674,2,1,31,49,8,8
55.73915501617368,40.28708665861961,69,2,27,79,2,9
64.81641799971347,-3.2297023213804112,87,3,43,72,4,6
44.13348143323384,10.906784402626888,91,2,5,14,2,4
41.34527632929525,11.27316627889927,90,3,43,37,6,9
57.4362127455287,30.366955786441807,73,1,39,98,7,4
56.658446326036646,18.62253021289325,42,2,5,78,8,5
48.638240283660046,43.59659878306435,95,3,12,83,5,5
62.13036802328382,29.55367090218436,21,3,37,5,8,4
61.37929469748151,29.930106823869224,2,3,7,61,2,5
57.72007084167449,37.76888548708944,28,1,33,96,1,9
49.00231923307042,30.108042069289603,33,2,1,47,1,4
61.003713594592334,45.26394933568368,36,1,40,25,4,8
49.98239999952296,29.83340488180371,19,2,23,10,2,1
45.944802293684496,11.234963042096814,53,3,38,9,1,8
56.18797155698351,22.39266352080037,44,3,3,90,2,7
53.46037828122128,45.32140063628967,70,3,41,15,3,6
54.54716916589771,19.69223603643385,74,2,6,35,5,3
60.64383806965706,15.301429669048026,62,3,2,71,5,1
53.25780334197182,1.3277152286124705,41,1,28,53,7,4
59.50274318243142,12.983392393920312,67,2,31,88,7,2
57.42566532007734,25.080592198003227,31,2,18,45,9,5
54.25323057561816,1.883874609518304,10,2,8,85,4,7
38.58301006316413,27.722163510441977,29,1,37,7,7,1
64.80802043926244,27.65808528092657,5,2,25,8,6,2
49.64162732777173,30.48152830229766,37,3,44,51,1,5
52.248542889963055,32.25172454318579,78,2,2,16,3,5
46.03648613318836,45.31235065274871,65,1,26,68,2,4
51.16901682551026,36.96332216443308,19,1,46,17,9,8
66.64462042712651,-0.6000570892928587,21,1,19,82,2,9
58.98315549291979,3.32470317946145,42,2,35,70,6,6
60.07495572870064,16.157163692127945,62,3,29,76,5,2
65.79959317210725,17.618454811372086,40,3,13,40,6,2
58.156823511897976,34.85106148886159,45,2,48,65,9,4
56.24897257794353,21.360304141940528,65,2,22,42,3,2
60.903526043833246,46.0786809560877,13,1,19,42,2,7
57.68638935480221,37.14734427468756,1,2,26,71,3,1
26.894949591568903,31.102955324995477,68,1,12,37,1,7
50.567981779173984,32.183408276005295,43,3,29,81,2,7
57.27822839304554,38.15401732914809,3,2,29,33,2,9
53.02081967605945,29.152306967489743,8,3,14,48,5,4
54.6827875232178,24.27935412839189,40,2,22,88,3,1
56.51649835132631,23.24454797978203,30,1,38,21,6,5
47.64328946375898,19.14623157521345,15,1,34,80,7,9
36.72038187092553,26.774259955398957,68,3,14,22,8,4
57.5100850216658,18.58766195003971,7,2,48,64,6,9
53.28000101697564,23.15499879097553,63,2,38,28,6,8
50.1637763991955,30.62952563593039,24,1,49,85,2,7
53.268579082223326,0.4508473574682767,24,2,16,78,1,1
67.72368687885088,14.298058535765591,93,3,2,38,7,7
62.24290236046371,33.06583407852639,49,2,48,62,7,8
45.727591416617486,30.348250994000576,53,3,36,50,9,6
57.287825203466426,32.74141283164168,31,1,43,52,3,9
52.04422903227652,14.358186618349494,56,1,39,42,8,9
51.58486128500155,28.235856385991298,74,1,18,31,5,3
41.64720816235689,10.587130908500246,84,3,20,78,2,3
56.49573727093776,15.877150453152575,62,1,12,58,9,7
37.0960219766792,18.59448465515484,32,3,47,57,8,1
43.91948621935404,37.204849863748336,2,3,29,54,9,1
55.82798158289602,16.110118890165264,7,3,32,17,8,1
59.82233111100879,7.4788507692436355,39,2,40,8,1,7
49.379894616785286,31.195133958719435,87,1,25,63,1,6
62.66010606623508,7.381732627670297,63,1,36,36,5,3
35.159656641151244,33.88204107828304,60,3,15,51,4,1
58.94227496119706,25.238312666476546,83,3,10,55,2,3
30.7218161362838,37.445994504438495,2,1,20,81,1,7
51.538221588558976,28.391562392227147,42,2,41,66,9,7
57.87449082568157,27.955492637765506,14,2,39,56,9,3
59.70373997599437,33.93605168587301,54,2,26,59,6,1
44.56392384248815,24.55810775560228,26,3,12,36,3,1
52.50890444086474,33.84789939764699,10,3,30,81,2,5
60.87483070553823,17.8651018044801,49,2,3,30,2,8
45.57816319808598,50.477012265642784,64,2,25,59,9,9
61.60495834760973,10.906749849975713,56,3,35,97,8,1
59.49777333463145,3.855698723347997,58,3,18,38,5,3
58.04680902484216,35.40032023498548,5,1,34,47,5,4
50.78626230695115,21.26048091829077,44,1,26,36,8,3
35.561651470681475,10.132321935957664,25,3,18,82,6,1
52.97935487850433,38.85392725760431,21,3,32,34,6,6
68.67034351258596,-7.430783978786979,45,1,10,47,3,3
43.17528895448709,32.41558175459259,61,3,10,72,5,1
41.03554029045808,29.155690120757168,79,1,33,99,4,6
49.91529409144449,14.943861204785224,79,1,18,3,8,9
39.97481962446831,15.952926588411856,72,1,42,72,5,3
62.56049442690897,11.141752270135443,84,3,13,20,3,3
58.33683828377897,34.203287590155,33,1,15,86,3,5
59.87803453154413,14.636707909606006,1,2,16,54,9,6
51.99681823081109,10.196853709939782,88,2,49,52,9,8
43.23157910116228,37.33079590271901,27,3,12,87,5,2
55.53174922559772,10.392918121652484,36,3,3,45,7,9
37.03656096528517,23.1785373974774,87,2,9,1,3,3
48.62675500870284,40.22828408270587,89,1,41,43,5,5
55.74927127672353,11.010883441777407,1,3,34,24,6,7
41.6675360181789,10.926165274000503,10,2,40,61,3,9
42.80329237948607,24.884087866954708,29,3,40,17,6,8
31.886269658898144,31.283296782406424,68,2,45,24,8,2
56.0127423287796,26.666745074900447,76,3,4,34,9,1
62.707281471416174,25.261413679231307,34,2,47,49,8,1
51.07171632938334,17.774225409048825,83,2,39,67,5,3
54.76779612491519,17.93505046854398,89,3,45,5,9,4
44.06649245949851,10.656908537275282,59,3,9,62,7,3
47.18120111910967,52.00143187094321,56,3,41,68,8,8
53.00755856712466,30.00181747714985,42,3,22,38,4,2
29.6182243971176,35.913126929283784,66,2,48,12,9,7
54.48403235015198,21.63664307600366,93,3,11,99,1,7
35.88513816890083,27.49069885024443,37,3,18,40,6,5
52.520001659904985,2.7882946784564977,79,3,35,34,8,1
57.24395392187037,41.41194672752306,69,3,21,11,6,4
61.36481693203528,14.045983478716575,15,1,30,92,4,2
42.11195030936832,25.91639238412916,32,3,38,43,1,4
28.29418624130921,29.33356437665553,57,1,3,66,7,7
64.68005217615331,32.34417138869803,46,2,44,68,1,5
55.080771239472185,24.054698975657704,83,1,3,2,1,4
43.79809668547024,28.87661608713645,32,2,29,35,1,6
43.25735262204769,24.68008041135018,34,3,26,36,1,1
68.30986237555142,-3.869615046078673,84,1,23,29,7,6
50.91378391119661,35.22089676916204,93,3,10,94,6,4
50.64408936626291,34.63797166130375,12,2,5,67,9,4
59.07424843133109,7.439978639162216,5,1,10,64,8,4
56.88106361870685,19.016768413625,86,3,9,45,8,2
40.70628224999592,4.794287919371795,54,2,46,97,1,8
48.72061010068364,31.07650677873611,95,3,49,1,5,3
62.34681324804522,6.395879930919362,48,2,11,78,2,3
56.26414540541244,28.37912250781184,61,1,23,60,6,8
59.173170677117554,11.665898734752368,5,3,23,50,1,8
46.574726291285714,28.46371609983755,74,1,37,7,2,4
66.74988277796444,26.131602951915458,15,1,29,63,7,9
51.13844693437729,7.876605097914801,83,1,46,57,8,3
53.44335283507368,6.580663120731525,75,2,2,88,1,3
53.82012916767051,42.52520868064474,36,3,12,33,6,7
54.46690636421166,29.2919847665052,5,1,15,20,4,8
48.87865355383104,27.67467811101988,72,2,27,78,2,6
47.35659745302225,9.64820685041555,6,2,21,67,7,4
55.02710303006504,29.16581211913915,2,3,2,68,5,8
54.05715208456296,20.042916329126207,17,2,45,96,1,3
47.26031634934076,44.309762177157246,21,1,25,87,5,8
53.1236029253431,39.55166164677766,50,2,19,38,9,2
58.05239354733846,28.98125348842655,46,1,46,86,6,2
57.80797763182701,22.423784428406176,61,2,9,18,7,3
43.966834271932015,34.83852948880899,4,3,42,46,7,7
60.00246433500193,7.765489724760054,29,1,45,8,3,7
32.9324906679427,34.876804083714475,42,2,21,40,1,9
36.901851039058805,12.487213535437125,25,3,30,39,3,5
42.85829412759908,34.22678030538291,2,2,28,33,4,7
66.55018273242864,3.9601156376563247,77,1,12,77,2,5
33.84222180188393,7.424558888312093,4,2,6,30,7,4
56.56993891670173,14.33410844234666,35,1,43,53,3,5
66.00682301782102,6.689003849388297,3,3,6,83,5,6
51.221570149162616,17.19460184037833,90,2,6,49,8,7
66.47188272382446,12.228926058461596,28,1,44,56,2,7
63.97364861715952,30.76266592318092,34,3,32,29,6,5
63.06702154807012,25.9301778544598,34,3,31,93,8,8
45.43077637390618,27.38304111276969,92,2,32,15,3,4
47.11627428747055,25.977985338772417,18,2,15,58,3,4
60.01347414460942,32.14661506334051,80,3,39,19,9,6
60.356812282045816,16.990131255809644,21,1,6,98,6,6
48.10750824563991,20.011186365121908,75,1,1,58,7,1
33.455359509917535,32.49088824208901,34,1,47,75,4,6
49.9570416644612,32.13127394888748,87,3,42,16,9,3
54.14554611982461,14.485061619701158,55,3,32,57,6,2
67.27160002668354,13.20316518236672,11,3,48,89,7,2
43.55121064828733,38.64105968337045,83,1,12,52,8,8
58.11649831199168,21.20097236613525,89,2,3,4,4,5
53.8536543958611,15.486251018133151,41,1,47,51,9,9
49.81337913078703,34.35453979763489,92,2,19,78,8,5
46.1331371416002,31.25927450382861,59,3,18,61,7,7
36.9457915121006,22.284840428252267,52,1,39,20,1,9
50.80089465523576,37.58780989079644,18,3,21,61,4,4
43.65839473289135,39.85823531665021,50,2,41,34,8,3
72.10765211803468,-7.313082796076718,32,3,35,1,8,6
53.805236681909456,38.72826036949528,84,2,20,99,2,6
62.287309342083866,6.057225121430121,93,2,11,72,8,7
60.00644585673895,8.167734829313124,3,1,6,56,6,4
46.45810393862975,76.35912777376406,11,3,25,13,7,6
57.678357072896,37.47072928024805,21,1,47,58,6,7
53.016006356055854,16.807190833881997,85,2,11,96,3,2
53.99655085883512,23.01016727006221,62,2,27,91,2,1
35.12946219537429,34.679975028488506,36,1,47,10,7,5
30.78229146166052,31.9845692399361,90,2,47,7,5,3
49.666519163571046,31.306771123421225,75,2,12,11,5,3
48.44138412208941,20.15491589469188,17,2,6,71,5,4
51.1927613347134,31.291760456272332,80,2,6,50,5,5
49.22565218100663,35.84513165774798,63,3,16,86,9,5
58.03369324349294,36.80370413591581,27,3,7,59,4,9
61.8228734575377,11.215488416066313,55,2,3,1,6,2
41.69033394910406,24.57729276149508,54,1,12,94,8,4
58.81946327990868,40.331151144279474,53,1,10,35,6,6
66.5243974054203,13.194060957825911,10,2,3,22,2,6
38.1224465560855,17.961440310590785,91,3,6,51,4,7
34.925336576904215,35.128598597696154,9,3,34,92,2,7
50.40724025116487,15.971402404554508,53,2,33,38,1,5
55.880636227054616,27.685936916640436,39,3,27,32,7,4
43.46348157821573,10.627988708510395,36,3,37,61,7,8
51.71188511182686,28.071335419576904,82,1,20,89,3,1
57.871682770067785,36.68010541520132,71,3,48,65,3,7
64.85099676978005,9.2495651176228,2,1,38,40,9,6
54.72502052727494,39.09327041974844,93,3,32,10,3,7
59.411211246636775,24.52844399021304,77,1,36,38,8,8
51.82979474049103,36.05285890572079,25,1,15,75,6,8
37.96523587825832,15.773349200432992,62,3,37,9,6,9
59.64354716649387,7.790397988750323,85,2,22,76,6,2
54.47861389631976,23.83581990669153,64,3,21,74,8,1
66.89644034873692,15.992481656852236,6,1,31,55,6,4
61.18434264077343,30.53906869998093,86,2,16,67,2,1
46.645286547536045,31.44881465340216,8,3,30,99,5,4
52.1991550768188,14.719384272228067,8,2,10,43,8,2
66.44128291694095,6.636954705489603,53,3,37,33,1,3
61.15859273832002,29.07439502500379,38,3,7,30,8,2
55.54763990770808,28.229782779038796,53,1,40,76,4,7
47.83727654226482,5.547219813591334,21,2,48,51,8,4
52.39698314316081,29.286335546661736,92,2,41,3,5,5
58.94241843400586,6.138037691807067,88,2,11,22,4,4
37.961960370854605,18.76145492957088,20,3,43,34,6,4
50.66654443540335,29.553863856546663,60,2,9,15,8,9
56.31783205130633,24.58850369544931,1,3,44,67,1,4
59.114016535692535,31.214383848295043,10,1,18,24,3,9
48.166000310486325,22.67835114360312,22,3,12,63,4,4
44.55481884163617,35.785236065339,81,1,37,79,4,2
46.41683756403968,9.302484113623098,38,1,33,98,1,4
49.06671634987636,31.266784358603868,48,2,16,15,5,6
59.64874839461853,25.192858470502856,58,3,16,43,3,2
51.01210250909148,35.4483990316164,34,3,14,30,1,6
37.47041989658324,18.18824229276088,44,1,15,78,5,3
55.31423230513593,9.01765382785647,1,3,40,17,5,7
47.39503670313459,6.71045834535482,94,1,8,13,7,2
52.957034831427706,23.700145676551564,15,3,37,49,2,8
45.17149049577073,29.62929314376247,8,2,27,53,6,6
56.32098552141873,9.774581677102615,25,3,40,93,3,9
36.228084968854,32.77054038952669,35,3,4,15,1,2
66.42253551565304,29.27916231711079,52,1,4,24,3,8
52.50291150637805,29.648585513624045,57,1,43,88,2,3
53.90677475754244,6.0134047060754,41,2,7,22,5,8
60.47565317863887,4.152095670151131,69,1,26,77,1,1
35.66006118117703,21.18098446730989,67,3,31,34,8,2
35.665946212763494,18.43414632201933,58,2,22,95,3,8
61.21629631766248,7.854755694136152,9,1,15,10,9,7
60.84910287799172,44.65200709298361,4,1,37,46,3,4
56.57079211043714,24.99194252287081,88,3,3,31,4,4
46.51535480104716,28.29109674360007,42,3,29,23,8,7
68.85994205781412,-6.927623817315846,74,1,35,22,6,6
58.22238685986795,15.966741539955226,92,3,48,13,1,1
53.73209562077697,24.095241275480134,34,1,33,25,5,9
36.31284481007369,32.353438646739896,94,3,23,9,9,5
56.70631881057853,27.065714022259275,66,2,30,12,4,2
54.41553983992349,27.86319373860419,1,1,18,55,4,3
68.67162028278501,5.554859259778855,64,3,28,57,9,8
65.79430655127372,1.4269677182605396,16,1,11,52,1,7
59.19989976060644,1.008556488908157,30,2,26,42,4,9
63.05523407014899,7.743749010754312,76,2,19,21,1,4
59.3883455520738,16.526697389049254,88,2,18,3,6,1
58.30368982236674,21.4265578129789,8,2,27,75,6,7
51.37341613561216,28.56408276882689,71,2,40,71,4,9
59.9896121670638,25.62955025956647,90,1,29,69,4,3
52.61088147523832,23.05246467774601,3,2,5,40,2,6
57.5168275645205,21.82138179796889,17,1,27,38,6,1
54.84516078639336,13.67565526922225,70,2,19,31,6,3
54.02212386301123,28.64513438024649,24,3,39,24,2,6
56.42757523543776,42.13897116227811,48,3,29,74,9,5
59.89182356566178,6.52336426631276,26,1,15,14,1,5
50.87057736012541,29.851828643087128,60,1,46,13,1,6
54.202544892179695,38.59335828829116,84,3,36,46,2,3
71.88839269104619,9.84410426927119,84,3,34,23,8,4
25.857299617564166,41.36955728817258,42,1,5,38,1,2
42.19232754181647,26.494855562942515,5,1,14,41,6,7
56.45996883591181,25.37859161488629,92,1,1,26,4,5
57.4659192190822,22.356232811512594,24,3,33,40,8,7
52.23737738710292,23.66299106210585,62,3,2,89,4,4
35.64108310963635,5.801329102286815,72,3,31,29,1,2
65.6755043476419,17.59540590553935,56,2,16,6,6,3
34.12416236081797,35.011709467781344,16,2,14,23,8,8
55.22003695154996,24.198617978672807,66,3,10,67,4,1
49.24200086793851,29.16215535976594,34,1,4,52,4,1
61.57989118432086,6.798342836510317,11,3,13,49,3,1
53.57397356326008,16.398628526841616,35,1,43,20,5,5
41.85408998329188,29.84080646801266,1,1,26,74,1,6
60.21800642060258,26.03650297716372,24,1,11,57,3,7
66.94020126096103,7.483054638472288,3,3,5,21,4,3
55.81991434538413,27.657252832569583,9,1,13,90,7,7
51.87624947425731,38.44537958213436,39,2,25,11,6,7
60.096748369549815,32.61779321994008,73,1,20,26,1,6
46.923892834484455,27.93735071813017,92,2,18,11,6,8
56.1565579243275,10.839127603969542,27,2,22,3,9,7
58.06781510161281,23.892395821182955,8,1,13,62,6,4
37.51242528166458,24.099984013381107,38,1,42,68,6,3
55.22053666479097,7.274191958199441,56,3,30,5,8,7
67.34478684202597,25.64226480250107,10,2,9,30,2,3
48.30655062871068,21.84820523517558,32,3,40,98,6,9
47.44651742874523,28.33211540737725,75,2,21,14,7,6
52.58219353541072,33.01310840250623,80,3,25,98,3,1
44.84905556175128,26.473629966819104,25,2,44,57,2,8
59.184506124629394,37.13572038394913,61,2,39,36,2,8
52.90411617522945,27.18703284259898,45,1,42,26,5,1
60.84897437239696,10.534452265683768,60,2,38,55,3,9
66.90059479495733,13.856652589569611,10,1,7,19,5,4
68.4021428011769,1.0951230610618037,86,2,39,35,7,4
45.17731196068544,24.13742070277192,31,1,24,13,4,8
57.99387837232766,37.0643317513825,80,2,31,5,3,3
55.0780149381819,43.235020714430654,50,3,1,42,5,4
60.47702907271355,32.640081267871714,93,2,49,52,1,6
59.65923954092824,-2.2718628057932944,69,3,33,75,2,8
28.03277356478311,25.109636411058045,2,1,35,82,2,4
59.72050927281723,35.23323372204655,71,2,49,95,7,3
61.48624612745832,32.021984329382164,81,1,42,45,7,8
67.50196656130002,7.805768508276046,23,2,7,66,9,6
32.77619309648971,30.2727189676048,80,3,9,89,2,4
62.79213053284111,13.788346944031126,73,1,35,32,8,2
52.992142425910416,18.914320341872905,44,3,5,32,1,8
